answer|answerValue|victory|guesses|values|rounds
joist|5581|true|cares, bousy, moist, foist, hoist, joist|11687, 6641, 6159, 6093, 5917, 5581|6
joker|6411|false|cares, boner, goier, poler, wooer, toter|11687, 8090, 7975, 7866, 7638, 7596|6
jolly|6155|true|cares, ponty, doily, jowly, jolly|11687, 7181, 7086, 5492, 6155|5
joust|5096|true|cares, bousy, moust, joust|11687, 6641, 5674, 5096|4
judge|4505|true|cares, boite, munge, pudge, fudge, judge|11687, 7757, 5721, 5284, 5017, 4505|6
juice|5421|true|cares, bonce, dulce, juice|11687, 7069, 5638, 5421|4
juicy|5140|true|cares, poncy, juicy|11687, 6707, 5140|3
jumbo|2881|false|cares, ponty, milko, dumbo, bumbo, gumbo|11687, 7181, 4350, 3455, 3741, 3412|6
jumpy|4300|false|cares, ponty, gilpy, bumpy, dumpy, humpy|11687, 7181, 5431, 5160, 4874, 4636|6
junta|4479|true|cares, gonia, punka, junta|11687, 6013, 4779, 4479|4
junto|4182|true|cares, ponty, junto|11687, 7181, 4182|3
juror|4671|true|cares, borty, giron, furol, juror|11687, 7520, 5189, 4930, 4671|5
kappa|4597|true|cares, banty, halid, kapow, kappa|11687, 7454, 6064, 4296, 4597|5
karma|5538|true|cares, barny, marid, parma, karma|11687, 7645, 6707, 0, 5538|5
kayak|4814|true|cares, banty, layup, kayak|11687, 7454, 4160, 0|4
kebab|3965|true|cares, belay, debag, kebab|11687, 6814, 4479, 0|4
khaki|3478|true|cares, goaty, bland, whaup, khaki|11687, 7373, 5436, 3415, 3478|5
kinky|5307|false|cares, ponty, bingy, dinky, linky, hinky|11687, 7181, 5934, 5707, 5576, 5469|6
kiosk|4277|true|cares, bousy, glost, knosp, kiosk|11687, 6641, 4557, 2955, 4277|5
kitty|5410|false|cares, ponty, milty, wifty, bitty, titty|11687, 7181, 6047, 4986, 6096, 5978|6
knack|3306|true|cares, poach, diact, black, quack, knack|11687, 5991, 5467, 4460, 3952, 3306|6
knave|4519|true|cares, poake, knave|11687, 7423, 4519|3
knead|4065|true|cares, zoeal, wheat, quean, knead|11687, 5411, 4462, 4430, 4065|5
kneed|5473|true|cares, boney, unlet, inked, kneed|11687, 8870, 5239, 4501, 5473|5
kneel|5164|true|cares, boney, unlet, kneel|11687, 8870, 5239, 0|4
knelt|3800|true|cares, goety, fient, knelt|11687, 6889, 5328, 3800|4
knife|4359|true|cares, boite, guile, whine, knife|11687, 7757, 6322, 5419, 4359|5
knock|3000|true|cares, poncy, knock|11687, 6707, 0|3
knoll|3630|true|cares, ponty, known, knoll|11687, 7181, 0, 0|4
known|2878|true|cares, ponty, known|11687, 7181, 0|3
koala|5991|true|cares, goaty, woald, koala|11687, 7373, 6288, 0|4
krill|4485|false|cares, briny, trild, prill, grill, frill|11687, 6241, 5362, 0, 4842, 4823|6
label|6901|true|cares, waney, baled, label|11687, 8476, 8195, 0|4
labor|5339|true|cares, manor, gator, valor, labor|11687, 6185, 5762, 5527, 5339|5
laden|7002|true|cares, waney, paten, baken, laden|11687, 8476, 7600, 7238, 7002|5
ladle|6576|true|cares, daine, padle, ladle|11687, 7596, 6912, 0|4
lager|7193|true|cares, baler, later, lamer, lader, lager|11687, 8139, 7489, 7334, 7227, 7193|6
lance|6844|true|cares, pance, dance, lance|11687, 7180, 6975, 6844|4
lanky|6558|true|cares, banty, manly, lanky|11687, 7454, 7068, 6558|4
lapel|6931|true|cares, waney, baled, latex, lapel|11687, 8476, 8195, 6682, 6931|5
lapse|6287|true|cares, paise, lapse|11687, 7518, 6287|3
large|7038|true|cares, parle, large|11687, 7808, 7038|3
larva|5539|true|cares, barny, marid, parol, larva|11687, 7645, 6707, 6391, 5539|5
lasso|4979|false|cares, pasty, basin, wasms, hasks, vasal|11687, 6883, 5960, 0, 8290, 5334|6
latch|5031|true|cares, talcy, latch|11687, 6719, 5031|3
later|7489|true|cares, baler, later|11687, 8139, 7489|3
lathe|6168|true|cares, daine, haole, lathe|11687, 7596, 7241, 6168|4
latte|6942|true|cares, daine, haole, latke, latte|11687, 7596, 7241, 6463, 6942|5
laugh|5072|true|cares, banty, halid, laugh|11687, 7454, 6064, 5072|4
layer|7004|false|cares, baler, later, lamer, lader, lager|11687, 8139, 7489, 7334, 7227, 7193|6
leach|5150|true|cares, beach, peach, teach, leach|11687, 5567, 5486, 5449, 5150|5
leafy|6011|false|cares, beaty, meany, peaky, vealy, leady|11687, 7197, 6848, 6637, 6296, 6283|6
leaky|6301|true|cares, beaty, meany, peaky, leaky|11687, 7197, 6848, 6637, 6301|5
leant|6028|true|cares, beaty, meant, leant|11687, 7197, 6163, 6028|4
leapt|5526|true|cares, beaty, meant, dealt, leapt|11687, 7197, 6163, 6122, 5526|5
learn|5609|true|cares, teary, beard, pearl, leare, learn|11687, 6913, 6307, 5917, 6895, 5609|6
lease|6711|false|cares, beast, deash, sease, pease, mease|11687, 6162, 5405, 0, 7047, 6846|6
leash|5274|true|cares, beast, deash, leash|11687, 6162, 5405, 5274|4
least|5745|true|cares, beast, feast, least|11687, 6162, 5814, 5745|4
leave|6226|true|cares, beaty, heald, leaze, leave|11687, 7197, 5845, 0, 6226|5
ledge|5445|true|cares, benty, geoid, wedge, ledge|11687, 6757, 5839, 0, 5445|5
leech|4666|true|cares, bench, teuch, felch, leech|11687, 5127, 4738, 4636, 4666|5
leery|6130|false|cares, henry, verry, terry, berry, perry|11687, 6067, 0, 0, 6849, 6768|6
lefty|5440|true|cares, benty, deity, melty, lefty|11687, 6757, 6685, 6332, 5440|5
legal|4835|true|cares, belay, leman, legal|11687, 6814, 5004, 0|4
leggy|5130|true|cares, benty, veily, ledgy, leggy|11687, 6757, 6070, 5164, 5130|5
lemon|4597|true|cares, benty, pelon, lemon|11687, 6757, 5321, 4597|4
lemur|4475|true|cares, tenor, demur, femur, lemur|11687, 5652, 4606, 4544, 4475|5
leper|6487|true|cares, boner, piler, leper|11687, 8090, 7076, 0|4
level|6101|true|cares, boney, piled, level|11687, 8870, 7132, 0|4
lever|6354|true|cares, boner, piler, luter, leger, lever|11687, 8090, 7076, 6295, 6496, 6354|6
libel|5919|true|cares, boney, gibed, zibet, libel|11687, 8870, 6316, 5710, 5919|5
liege|5754|true|cares, goety, liege|11687, 6889, 0|3
light|3924|true|cares, ponty, built, light|11687, 7181, 5685, 3924|4
liken|5839|true|cares, boney, limen, liven, linen, liken|11687, 8870, 6127, 5844, 6658, 5839|6
lilac|4605|true|cares, linac, lilac|11687, 4748, 0|3
limbo|3536|true|cares, ponty, milko, limbo|11687, 7181, 4350, 3536|4
limit|4840|true|cares, ponty, built, light, limit|11687, 7181, 5685, 3924, 4840|5
linen|6658|true|cares, boney, pined, vinew, linen|11687, 8870, 7275, 5699, 6658|5
liner|6883|true|cares, boner, miner, diner, finer, liner|11687, 8090, 7018, 7014, 6952, 6883|6
lingo|4299|true|cares, ponty, bingo, dingo, lingo|11687, 7181, 4716, 4430, 4299|5
lipid|4651|true|cares, ponty, pupil, lipid|11687, 7181, 0, 0|4
lithe|5186|true|cares, boite, lithe|11687, 7757, 5186|3
liver|6069|true|cares, boner, piler, liter, liger, liver|11687, 8090, 7076, 6507, 6211, 6069|6
livid|4518|true|cares, ponty, build, livid|11687, 7181, 5646, 0|4
llama|4322|true|cares, goaty, bland, ulama, llama|11687, 7373, 5436, 0, 4322|5
loamy|6718|true|cares, goaty, foamy, loamy|11687, 7373, 6787, 6718|4
loath|6129|true|cares, goaty, loath|11687, 7373, 6129|3
lobby|5364|false|cares, ponty, doily, lowly, lolly, looky|11687, 7181, 7086, 0, 6598, 6500|6
local|5357|true|cares, focal, vocal, local|11687, 5426, 4977, 0|4
locus|7965|true|cares, locis, locks, locus|11687, 8520, 8040, 7965|4
lodge|5950|true|cares, boite, poule, longe, lodge|11687, 7757, 7087, 6588, 5950|5
lofty|5945|true|cares, ponty, gouty, boxty, footy, lofty|11687, 7181, 6662, 6304, 7048, 5945|6
logic|4667|true|cares, tonic, folic, logic|11687, 5638, 5265, 4667|4
login|5169|true|cares, ponty, login|11687, 7181, 5169|3
loopy|6410|true|cares, ponty, woopy, poopy, goopy, loopy|11687, 7181, 0, 0, 6498, 6410|6
loose|6910|false|cares, poise, bouse, towse, sonse, moose|11687, 7326, 6922, 6269, 8042, 7045|6
lorry|6937|true|cares, borty, porny, dorky, lorry|11687, 7520, 7372, 6755, 6937|5
loser|7183|true|cares, poser, doser, loser|11687, 7519, 7314, 7183|4
louse|6505|false|cares, poise, bouse, touse, souse, mouse|11687, 7326, 6922, 6804, 7771, 6640|6
lousy|6224|true|cares, bousy, tousy, mousy, lousy|11687, 6641, 6523, 6359, 6224|5
lover|6859|true|cares, boner, goier, poler, lower, lover|11687, 8090, 7975, 7866, 6867, 6859|6
lower|6867|true|cares, boner, goier, poler, lower|11687, 8090, 7975, 7866, 6867|5
lowly|5935|true|cares, ponty, doily, jowly, lowly|11687, 7181, 7086, 5492, 5935|5
loyal|5151|true|cares, today, boyau, loyal|11687, 6706, 5004, 0|4
lucid|4465|true|cares, pocky, mucid, lucid|11687, 6047, 4600, 4465|4
lucky|4709|false|cares, pocky, ticky, mucky, ducky, gucky|11687, 6047, 5220, 4844, 4840, 4797|6
lumen|5915|true|cares, boney, limen, lumen|11687, 8870, 6127, 5915|4
lumpy|4743|true|cares, ponty, gilpy, lumpy|11687, 7181, 5431, 4743|4
lunar|5263|true|cares, bolar, lunar|11687, 6539, 5263|3
lunch|4213|true|cares, poncy, bunch, munch, dunch, lunch|11687, 6707, 4630, 4348, 4344, 4213|6
lunge|5586|true|cares, boite, munge, lunge|11687, 7757, 5721, 5586|4
lupus|6937|true|cares, boils, lunts, lumps, lupus|11687, 9701, 8172, 7072, 6937|5
lurch|4471|true|cares, porch, birch, lurch|11687, 5809, 5100, 4471|4
lurid|5378|true|cares, borty, murid, lurid|11687, 7520, 5513, 5378|4
lusty|5353|false|cares, bosky, misty, dusty, gusty, fusty|11687, 6293, 5700, 5484, 5441, 5422|6
lying|3430|true|cares, ponty, dying, lying|11687, 7181, 3561, 3430|4
lymph|2508|true|cares, ponty, lymph|11687, 7181, 2508|3
lynch|3134|true|cares, poncy, lynch|11687, 6707, 3134|3
lyric|3516|true|cares, boric, pyric, lyric|11687, 6014, 3852, 3516|4
macaw|5133|true|cares, tacky, bacon, machi, macaw|11687, 6202, 5587, 4369, 5133|5
macho|4525|true|cares, tacky, bacon, macho|11687, 6202, 5587, 4525|4
macro|5133|true|cares, macro|11687, 5133|2
madam|5293|true|cares, banty, halid, gadjo, madam|11687, 7454, 6064, 4263, 5293|5
madly|6430|true|cares, banty, daily, madly|11687, 7454, 7278, 6430|4
mafia|5352|true|cares, banty, halid, qapik, mafia|11687, 7454, 6064, 4500, 5352|5
magic|4994|true|cares, panic, malic, magic|11687, 5867, 5523, 4994|4
magma|5012|true|cares, banty, halid, kapow, mamma, magma|11687, 7454, 6064, 4296, 5153, 5012|6
maize|6776|true|cares, daine, maile, maize|11687, 7596, 7563, 6776|4
major|5131|true|cares, manor, mayor, major|11687, 6185, 5324, 5131|4
maker|7181|true|cares, baler, pater, gamer, maker|11687, 8139, 7825, 7422, 7181|5
mambo|4653|true|cares, banty, gambo, jambo, mambo|11687, 7454, 4606, 4075, 4653|5
mamma|5153|true|cares, banty, halid, kapow, mamma|11687, 7454, 6064, 4296, 5153|5
mammy|6074|true|cares, banty, daily, gaumy, mammy|11687, 7454, 7278, 6287, 6074|5
manga|5713|true|cares, banty, danio, manul, manna, manga|11687, 7454, 5951, 5585, 6184, 5713|6
mange|6915|true|cares, daine, wanle, mange|11687, 7596, 7045, 6915|4
mango|5416|true|cares, banty, danio, panko, mango|11687, 7454, 5951, 5676, 5416|5
mangy|6634|true|cares, banty, manly, manky, mangy|11687, 7454, 7068, 6693, 6634|5
mania|6252|true|cares, banty, danio, panim, mania|11687, 7454, 5951, 5933, 6252|5
manic|5666|true|cares, panic, manic|11687, 5867, 5666|3
manly|7068|true|cares, banty, manly|11687, 7454, 7068|3
manor|6185|true|cares, manor|11687, 6185|2
maple|6668|true|cares, daine, haole, pagle, maple|11687, 7596, 7241, 6878, 6668|5
march|5800|true|cares, darcy, parch, march|11687, 6952, 6001, 5800|4
marry|7264|true|cares, barny, party, marly, marry|11687, 7645, 7631, 7326, 7264|5
marsh|5924|true|cares, karsy, warst, marsh|11687, 6676, 6091, 5924|4
mason|5470|true|cares, pasty, basin, mason|11687, 6883, 5960, 5470|4
masse|6613|true|cares, baste, kasme, masse|11687, 7245, 5992, 0|4
match|5166|true|cares, talcy, batch, patch, catch, match|11687, 6719, 5448, 5367, 5486, 5166|6
matey|8404|true|cares, waney, matey|11687, 8476, 8404|3
mauve|6347|true|cares, daine, haole, taupe, gauge, mauve|11687, 7596, 7241, 6777, 6597, 6347|6
maxim|4774|true|cares, banty, halid, qapik, mafia, maxim|11687, 7454, 6064, 4500, 5352, 4774|6
maybe|5822|true|cares, daine, haole, taupe, mamee, maybe|11687, 7596, 7241, 6777, 8530, 5822|6
mayor|5324|true|cares, manor, mayor|11687, 6185, 5324|3
mealy|6811|true|cares, beaty, meany, mealy|11687, 7197, 6848, 6811|4
meant|6163|true|cares, beaty, meant|11687, 7197, 6163|3
meaty|6915|true|cares, beaty, peaty, meaty|11687, 7197, 7116, 6915|4
mecca|4425|true|cares, tecta, mecca|11687, 0, 0|3
medal|5004|true|cares, belay, penal, metal, medal|11687, 6814, 5843, 5266, 5004|5
media|4917|true|cares, tenia, media|11687, 5719, 4917|3
medic|4331|true|cares, telic, genic, demic, medic|11687, 4990, 4922, 4434, 4331|5
melee|8221|true|cares, boney, piled, gulet, melee|11687, 8870, 7132, 6711, 8221|5
melon|5120|true|cares, benty, pelon, melon|11687, 6757, 5321, 5120|4
mercy|6259|true|cares, mercy|11687, 6259|2
merge|6476|true|cares, derny, merit, merle, merge|11687, 6662, 6049, 0, 6476|5
merit|6049|true|cares, derny, merit|11687, 6662, 6049|3
merry|6567|false|cares, derny, ferly, perky, berry, terry|11687, 6662, 6563, 6455, 6849, 6731|6
metal|5266|true|cares, belay, penal, metal|11687, 6814, 5843, 5266|4
meter|6927|true|cares, boner, piler, muter, meter|11687, 8090, 7076, 6430, 6927|5
metro|4715|true|cares, henry, weird, metro|11687, 6067, 5495, 4715|4
micro|4151|true|cares, micro|11687, 4151|2
midge|5295|true|cares, boite, minke, midge|11687, 7757, 5992, 5295|4
midst|4517|true|cares, bousy, midst|11687, 6641, 4517|3
might|4059|true|cares, ponty, built, might|11687, 7181, 5685, 4059|4
milky|5568|true|cares, ponty, bilgy, milky|11687, 7181, 5791, 5568|4
mimic|4153|true|cares, tonic, pudic, hylic, civic, mimic|11687, 5638, 4035, 3008, 4190, 4153|6
mince|5997|true|cares, bonce, mince|11687, 7069, 5997|3
miner|7018|true|cares, boner, miner|11687, 8090, 7018|3
minim|4750|true|cares, ponty, bundh, minim|11687, 7181, 4607, 0|4
minor|5203|true|cares, minor|11687, 5203|2
minty|6190|true|cares, ponty, bunty, minty|11687, 7181, 6260, 6190|4
minus|7965|false|cares, boils, pints, minks, minis, minds|11687, 9701, 8720, 8040, 8520, 8022|6
mirth|5292|true|cares, borty, mirth|11687, 7520, 5292|3
miser|6528|true|cares, poser, miser|11687, 7519, 6528|3
missy|5350|true|cares, bosky, misty, missy|11687, 6293, 5700, 0|4
mocha|4630|true|cares, mocha|11687, 4630|2
modal|5509|true|cares, today, podal, modal|11687, 6706, 5710, 5509|4
model|6917|true|cares, boney, poled, model|11687, 8870, 7922, 6917|4
modem|6509|true|cares, boney, poled, godet, modem|11687, 8870, 7922, 7218, 6509|5
mogul|4721|true|cares, ponty, mould, mogul|11687, 7181, 5881, 4721|4
moist|6159|true|cares, bousy, moist|11687, 6641, 6159|3
molar|6257|true|cares, bolar, polar, tolar, molar|11687, 6539, 6458, 6421, 6257|5
moldy|6340|true|cares, ponty, doily, moldy|11687, 7181, 7086, 6340|4
money|8588|true|cares, boney, poney, toney, money|11687, 8870, 8789, 8752, 8588|5
month|5824|true|cares, ponty, month|11687, 7181, 5824|3
moody|6617|true|cares, ponty, doily, howdy, boody, moody|11687, 7181, 7086, 5435, 6899, 6617|6
moose|7045|true|cares, poise, bouse, towse, sonse, moose|11687, 7326, 6922, 6269, 8042, 7045|6
moral|6405|true|cares, moray, morat, moral|11687, 7438, 6753, 6405|4
moron|6026|true|cares, borty, porin, korun, moron|11687, 7520, 6435, 5275, 6026|5
morph|5513|true|cares, borty, porin, morph|11687, 7520, 6435, 5513|4
mossy|6140|true|cares, bosky, toshy, mossy|11687, 6293, 5880, 0|4
motel|7179|true|cares, boney, poled, motel|11687, 8870, 7922, 7179|4
motif|5048|true|cares, ponty, motif|11687, 7181, 5048|3
motor|5617|true|cares, minor, motor|11687, 5203, 0|3
motto|5386|true|cares, ponty, mouth, motto|11687, 7181, 5553, 0|4
moult|5920|true|cares, ponty, doilt, boult, moult|11687, 7181, 6401, 6202, 5920|5
mound|5918|true|cares, ponty, bound, mound|11687, 7181, 6200, 5918|4
mount|5957|true|cares, ponty, mount|11687, 7181, 5957|3
mourn|5538|true|cares, loury, bourd, mourn|11687, 6408, 6101, 5538|4
mouse|6640|true|cares, poise, bouse, touse, souse, mouse|11687, 7326, 6922, 6804, 7771, 6640|6
mouth|5553|true|cares, ponty, mouth|11687, 7181, 5553|3
mover|6994|false|cares, boner, goier, poler, wooer, toter|11687, 8090, 7975, 7866, 7638, 7596|6
movie|6448|true|cares, boite, monie, movie|11687, 7757, 7262, 6448|4
mower|7002|false|cares, boner, goier, poler, wooer, tower|11687, 8090, 7975, 7866, 7638, 7166|6
mucky|4844|true|cares, pocky, ticky, mucky|11687, 6047, 5220, 4844|4
mucus|7098|true|cares, locis, ducts, bucks, mucus|11687, 8520, 7648, 7455, 7098|5
muddy|4843|true|cares, ponty, bilgy, dumky, muddy|11687, 7181, 5791, 4964, 4843|5
mulch|4205|true|cares, poncy, mulct, mulch|11687, 6707, 4676, 4205|4
mummy|4880|true|cares, ponty, bilgy, dumky, mummy|11687, 7181, 5791, 4964, 4880|5
munch|4348|true|cares, poncy, bunch, munch|11687, 6707, 4630, 4348|4
mural|5403|true|cares, moray, mural|11687, 7438, 5403|3
murky|5757|true|cares, borty, mirly, murky|11687, 7520, 6344, 5757|4
mushy|4714|true|cares, bosky, misty, mushy|11687, 6293, 5700, 4714|4
music|3982|true|cares, music|11687, 3982|2
musky|5009|true|cares, bosky, pisky, tusky, musky|11687, 6293, 5422, 5173, 5009|5
musty|5488|true|cares, bosky, misty, musty|11687, 6293, 5700, 5488|4
myrrh|3835|true|cares, borty, myrrh|11687, 7520, 0|3
nadir|5317|true|cares, manor, nadir|11687, 6185, 5317|3
naive|6394|true|cares, daine, naive|11687, 7596, 6394|3
nanny|6667|true|cares, banty, manly, pandy, fanny, nanny|11687, 7454, 7068, 6876, 7039, 6667|6
nasal|5411|true|cares, pasty, basin, nasal|11687, 6883, 5960, 0|4
nasty|6244|true|cares, pasty, masty, hasty, tasty, nasty|11687, 6883, 6682, 6440, 6846, 6244|6
natal|5525|true|cares, banty, natal|11687, 7454, 0|3
naval|5087|true|cares, banty, naval|11687, 7454, 0|3
navel|6495|true|cares, waney, naled, navel|11687, 8476, 7475, 6495|4
needy|5496|true|cares, benty, newly, needy|11687, 6757, 5127, 0|4
neigh|4557|true|cares, benty, neigh|11687, 6757, 4557|3
nerdy|5798|true|cares, derny, nerdy|11687, 6662, 5798|3
nerve|5741|true|cares, derny, nerol, nertz, nerve|11687, 6662, 5055, 4666, 5741|5
never|6051|false|cares, boner, niter, nuder, neper, newer|11687, 8090, 6204, 5730, 6184, 6059|6
newer|6059|true|cares, boner, niter, nuder, neper, newer|11687, 8090, 6204, 5730, 6184, 6059|6
newly|5127|true|cares, benty, newly|11687, 6757, 5127|3
nicer|5925|true|cares, dicer, nicer|11687, 6359, 5925|3
niche|4604|true|cares, locie, miche, fiche, niche|11687, 6472, 5042, 4976, 4604|5
niece|5515|true|cares, blech, piece, niece|11687, 4113, 0, 0|4
night|3621|true|cares, ponty, night|11687, 7181, 3621|3
ninja|3825|true|cares, gonia, pinta, kinda, winna, ninja|11687, 6013, 5470, 4368, 4898, 3825|6
ninny|5685|false|cares, ponty, bingy, dinky, minny, finny|11687, 7181, 5934, 5707, 6123, 6057|6
ninth|4596|true|cares, ponty, ninth|11687, 7181, 0|3
noble|6008|true|cares, boite, moble, noble|11687, 7757, 6446, 6008|4
nobly|5727|true|cares, ponty, noily, nobly|11687, 7181, 6652, 5727|4
noise|6687|true|cares, poise, toise, hoise, noise|11687, 7326, 7289, 6883, 6687|5
noisy|6406|true|cares, bousy, donsy, noisy|11687, 6641, 6626, 6406|4
nomad|5487|true|cares, today, monad, nomad|11687, 6706, 6456, 5487|4
noose|6607|true|cares, poise, bouse, towse, sonse, noose|11687, 7326, 6922, 6269, 8042, 6607|6
north|5644|true|cares, borty, forth, worth, north|11687, 7520, 6016, 5778, 5644|5
nosey|7660|true|cares, posey, mosey, hosey, nosey|11687, 8299, 8098, 7856, 7660|5
notch|4536|true|cares, poncy, notch|11687, 6707, 4536|3
novel|6303|true|cares, boney, noted, novel|11687, 8870, 7050, 6303|4
nudge|4645|true|cares, boite, munge, nudge|11687, 7757, 5721, 4645|4
nurse|5729|true|cares, torse, birse, purse, nurse|11687, 7333, 6661, 6368, 5729|5
nutty|5164|true|cares, ponty, nifty, nutty|11687, 7181, 4852, 0|4
nylon|3106|true|cares, ponty, nylon|11687, 7181, 0|3
nymph|2205|true|cares, ponty, nymph|11687, 7181, 2205|3
oaken|6459|true|cares, waney, paten, baken, oaken|11687, 8476, 7600, 7238, 6459|5
obese|4092|true|cares, poesy, obese|11687, 6787, 0|3
occur|2335|true|cares, ichor, occur|11687, 2259, 0|3
ocean|3475|true|cares, ocean|11687, 3475|2
octal|3115|true|cares, yclad, octal|11687, 3541, 3115|3
octet|4871|true|cares, ycled, octet|11687, 4949, 0|3
odder|4402|false|cares, boner, oiler, outer, ormer, order|11687, 8090, 6378, 5933, 5612, 5505|6
oddly|3470|true|cares, ponty, ology, oddly|11687, 7181, 0, 0|4
offal|2407|true|cares, today, omlah, offal|11687, 6706, 3235, 0|4
offer|4068|false|cares, boner, oiler, outer, ormer, order|11687, 8090, 6378, 5933, 5612, 5505|6
often|4367|true|cares, boney, olden, often|11687, 8870, 4973, 4367|4
olden|4973|true|cares, boney, olden|11687, 8870, 4973|3
older|5198|true|cares, boner, oiler, older|11687, 8090, 6378, 5198|4
olive|4668|true|cares, boite, opine, olive|11687, 7757, 4828, 4668|4
ombre|3738|true|cares, moire, ombre|11687, 7309, 3738|3
omega|2831|true|cares, pieta, voema, omega|11687, 5426, 4933, 2831|4
onion|3542|true|cares, ponty, onium, onion|11687, 7181, 2759, 0|4
onset|4973|true|cares, posey, ousel, onset|11687, 8299, 5566, 4973|4
opera|3269|true|cares, opera|11687, 3269|2
opine|4828|true|cares, boite, opine|11687, 7757, 4828|3
opium|2619|true|cares, ponty, opium|11687, 7181, 2619|3
optic|2518|true|cares, tonic, optic|11687, 5638, 2518|3
orbit|3920|true|cares, briny, orbit|11687, 6241, 3920|3
order|5505|true|cares, pried, urdee, order|11687, 7111, 0, 0|4
organ|3838|true|cares, broad, organ|11687, 5704, 3838|3
other|4278|true|cares, boner, oiler, outer, otter, other|11687, 8090, 6378, 5933, 4876, 4278|6
otter|4876|true|cares, boner, oiler, outer, otter|11687, 8090, 6378, 5933, 4876|5
ought|3350|true|cares, ponty, oubit, ought|11687, 7181, 4086, 3350|4
ounce|5288|true|cares, bonce, ounce|11687, 7069, 5288|3
outdo|3390|true|cares, ponty, outgo, outdo|11687, 7181, 0, 0|4
outer|5933|true|cares, boner, oiler, outer|11687, 8090, 6378, 5933|4
outgo|3349|true|cares, ponty, outgo|11687, 7181, 0|3
ovary|4449|true|cares, goary, otary, ovary|11687, 7207, 4698, 4449|4
ovate|4896|true|cares, poake, ovate|11687, 7423, 4896|3
overt|3280|true|cares, fiery, blert, overt|11687, 5914, 4892, 3280|4
ovine|4603|true|cares, boite, opine, ovine|11687, 7757, 4828, 4603|4
ovoid|3586|true|cares, ponty, odium, ovoid|11687, 7181, 2431, 0|4
owing|2981|true|cares, ponty, ohing, owing|11687, 7181, 3464, 2981|4
owner|5143|true|cares, boner, owner|11687, 8090, 5143|3
oxide|4177|true|cares, boite, opine, olive, oxide|11687, 7757, 4828, 4668, 4177|5
ozone|4487|true|cares, boite, ouphe, odyle, ozone|11687, 7757, 4307, 3528, 4487|5
paddy|6238|true|cares, banty, daily, waddy, paddy|11687, 7454, 7278, 0, 6238|5
pagan|5896|true|cares, banty, gamin, wagon, pagan|11687, 7454, 5590, 4984, 5896|5
paint|6835|true|cares, banty, paint|11687, 7454, 6835|3
paler|8058|true|cares, baler, paler|11687, 8139, 8058|3
palsy|6880|true|cares, daisy, pansy, palsy|11687, 7032, 7023, 6880|4
panel|7948|true|cares, waney, baned, manet, panel|11687, 8476, 8338, 8095, 7948|5
panic|5867|true|cares, panic|11687, 5867|2
pansy|7023|true|cares, daisy, pansy|11687, 7032, 7023|3
papal|5859|true|cares, banty, halid, vagal, papal|11687, 7454, 6064, 0, 5859|5
paper|7520|true|cares, baler, pater, pager, parer, paper|11687, 8139, 7825, 7529, 8459, 7520|6
parer|8459|true|cares, bared, paren, pareo, parer|11687, 8596, 8234, 8021, 8459|5
parka|6231|true|cares, barny, marid, parol, parra, parka|11687, 7645, 6707, 6391, 6544, 6231|6
parry|7465|true|cares, barny, party, parly, parry|11687, 7645, 7631, 7527, 7465|5
parse|7562|true|cares, parse|11687, 7562|2
party|7631|true|cares, barny, party|11687, 7645, 7631|3
pasta|5962|true|cares, pasty, pasts, pasta|11687, 6883, 0, 0|4
paste|7164|true|cares, baste, paste|11687, 7245, 7164|3
pasty|6883|true|cares, pasty|11687, 6883|2
patch|5367|true|cares, talcy, batch, patch|11687, 6719, 5448, 5367|4
patio|5780|true|cares, banty, patio|11687, 7454, 5780|3
patsy|6647|true|cares, daisy, pansy, palsy, patsy|11687, 7032, 7023, 6880, 6647|5
patty|6997|true|cares, banty, laity, tatty, patty|11687, 7454, 7251, 0, 6997|5
pause|7033|true|cares, paise, pause|11687, 7518, 7033|3
payee|8401|true|cares, waney, bayed, payee|11687, 8476, 7477, 0|4
payer|7340|false|cares, baler, pater, pager, parer, paper|11687, 8139, 7825, 7529, 8459, 7520|6
peace|6923|true|cares, beach, peace|11687, 5567, 0|3
peach|5486|true|cares, beach, peach|11687, 5567, 5486|3
pearl|5917|true|cares, teary, beard, pearl|11687, 6913, 6307, 5917|4
pecan|5216|true|cares, decay, pecan|11687, 6016, 5216|3
pedal|5205|true|cares, belay, penal, petal, pedal|11687, 6814, 5843, 5467, 5205|5
penal|5843|true|cares, belay, penal|11687, 6814, 5843|3
pence|6483|true|cares, bench, pence|11687, 5127, 0|3
penne|6890|true|cares, benty, denim, pengo, penne|11687, 6757, 5031, 4920, 6890|5
penny|6609|true|cares, benty, fendy, wenny, penny|11687, 6757, 5912, 0, 6609|5
perch|5304|true|cares, mercy, perch|11687, 6259, 5304|3
peril|5902|true|cares, derny, merit, peril|11687, 6662, 6049, 5902|4
perky|6455|true|cares, derny, ferly, perky|11687, 6662, 6563, 6455|4
pesky|5707|true|cares, pesty, pesky|11687, 6186, 5707|3
pesto|4968|true|cares, pesty, pesto|11687, 6186, 4968|3
petal|5467|true|cares, belay, penal, petal|11687, 6814, 5843, 5467|4
petty|6300|true|cares, benty, deity, melty, petty|11687, 6757, 6685, 6332, 6300|5
phase|5867|true|cares, blase, phase|11687, 6158, 5867|3
phone|5844|true|cares, boite, phone|11687, 7757, 5844|3
